model_no	func_type	model
85	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8607917609187637111, 2004811776, 1465341791, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
86	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93823560646647, 2004811776, 1600094207, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
87	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5859272520612468048, 2004811776, 536870911, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
88	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6125176965868617727, 2004811776, 14335, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
89	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56294993048371, 2004811776, 271, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
90	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6149090613633873237, 2004811776, 1065353215, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
91	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827046134096, 2004811776, 17170431, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
92	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280377344196352, 2004811776, 984847, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
93	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123488899723376, 2004811776, 3967, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
94	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 856699696, 2004811776, 1602191231, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
95	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152974491365732592, 2004811776, 65553, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
96	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5764695485323433216, 2004811776, 13111, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
97	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3458817291200770816, 2004811776, 20123955, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
98	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419458364012403, 2004811776, 13111, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
99	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787249014102618192, 2004811776, 22352213, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
100	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301246767256826867, 2004811776, 50533171, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
101	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1879109632, 2004811776, 252645247, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
102	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5764696584818283776, 2004811776, 1431656311, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
103	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8102240097500459120, 2004811776, 16744447, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
104	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123145302372352, 2004811776, 65621, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
105	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124989021857797393, 2004811776, 1065304063, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
106	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281474976186367, 2004811776, 5767167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
107	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8093092021168828496, 2004811776, 286593365, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
108	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 268456016, 2004811776, 1114133, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
109	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675218767472820223, 2004811776, 17039359, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
110	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787406995886768127, 2004811776, 5701727, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
111	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153185391692480511, 2004811776, 84215047, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
112	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8463800224202487285, 2004811776, 3871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
113	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 17660905525520, 2004811776, 1065320319, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
114	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3458818390745953024, 2004811776, 863449983, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
115	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1342197776, 2004811776, 257888127, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
116	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8608480569878642551, 2004811776, 286462739, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
117	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6147507294877865301, 2004811776, 524287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
118	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1968535381, 2004811776, 2004320255, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
119	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148952212070823799, 2004811776, 252645151, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
120	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280444184624944, 2004811776, 3871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
121	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148952212643477367, 2004811776, 872382463, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
122	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 286265617, 2004811776, 84219221, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
123	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472556785266655231, 2004811776, 1398101, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
124	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8286903691823349504, 2004811776, 22527, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
125	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 30037, 2004811776, 1431786871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
126	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3463549588171980799, 2004811776, 253755391, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
127	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229782939321062741, 2004811776, 253697823, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
128	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281427732135927, 2004811776, 3967, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
129	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8589339977252599603, 2004811776, 327687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
130	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 131352984879095, 2004811776, 3871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
131	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693923010037, 2004811776, 320017203, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
132	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153202976097107967, 2004811776, 1431787351, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
133	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 54082228204339, 2004811776, 17170431, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
134	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914691236525397, 2004811776, 863974399, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
