	nodename	pmid	model	k	BF as int	UF	EF	EUF	ThF	NCF	EThF	ising	bit_based
4884	v_ESR1	34257082	143	4	32527	True	True	True	True	True	True	False	False
4885	v_ESR1_2	34257082	143	6	50331904	True	True	True	True	True	True	False	False
4886	v_FOXO3	34257082	143	4	32768	True	True	True	True	True	True	False	False
4887	v_FOXO3_Ub	34257082	143	1	1	True	True	True	True	True	True	True	True
4888	v_HER2_3	34257082	143	5	369033471	True	True	True	True	True	True	False	False
4889	v_HER2_3_2	34257082	143	7	3448858738688	True	True	True	True	True	True	False	False
4890	v_HER3	34257082	143	3	127	True	True	True	True	True	True	False	True
4891	v_HER3_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4892	v_IGF1R	34257082	143	4	8191	True	True	True	True	True	True	False	False
4893	v_IGF1R_2	34257082	143	5	50530051	True	True	True	True	True	True	False	False
4894	v_IGF1R_T	34257082	143	2	7	True	True	True	True	True	True	False	True
4895	v_IGF1R_T_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4896	v_KMT2D	34257082	143	1	2	True	True	True	True	True	True	True	False
4897	v_MAPK	34257082	143	7	113427455643575157248763361986223267807	True	True	True	False	False	False	False	False
4898	v_MAPK_2	34257082	143	6	5793999291717	True	True	True	False	False	False	False	False
4899	v_MCL1	34257082	143	2	4	True	True	True	True	True	True	False	True
4900	v_MYC	34257082	143	2	7	True	True	True	True	True	True	False	True
4901	v_MYC_2	34257082	143	3	7	True	True	True	True	True	True	False	False
4902	v_MYC_targets	34257082	143	4	32767	True	True	True	True	True	True	False	True
4903	v_MYC_targets_2	34257082	143	4	787	True	True	True	True	True	True	False	False
4904	v_PDK1_pm	34257082	143	2	7	True	True	True	True	True	True	False	True
4905	v_PI3K	34257082	143	9	6703903964971298549787012499102923063714960082878851133277605637876478178923854933306833224081083260562357398041544866602250352737207507368950964198309887	True	True	True	True	True	True	False	False
4906	v_PI3K_2	34257082	143	3	16	True	True	True	True	True	True	False	False
4907	v_PIP3	34257082	143	5	3488608239	True	True	True	True	True	True	False	False
4908	v_PIP3_2	34257082	143	3	16	True	True	True	True	True	True	False	False
4909	v_PRAS40	34257082	143	2	8	True	True	True	True	True	True	False	False
4910	v_PTEN	34257082	143	2	7	True	True	True	True	True	True	False	True
4911	v_PTEN_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4912	v_PTEN_T	34257082	143	2	7	True	True	True	True	True	True	False	True
4913	v_PTEN_T_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4914	v_Proliferation	34257082	143	2	7	True	True	True	True	True	True	False	True
4915	v_Proliferation_2	34257082	143	1	1	True	True	True	True	True	True	True	True
4916	v_Proliferation_3	34257082	143	3	21	True	True	True	True	True	True	False	False
4917	v_RAS	34257082	143	6	9223372036854775807	True	True	True	True	True	True	False	True
4918	v_RAS_2	34257082	143	4	3967	True	True	True	True	True	True	False	False
4919	v_RAS_3	34257082	143	3	1	True	True	True	True	True	True	False	False
4920	v_S6K	34257082	143	1	1	True	True	True	True	True	True	True	True
4921	v_SGK1	34257082	143	3	1	True	True	True	True	True	True	False	False
4922	v_TSC	34257082	143	3	128	True	True	True	True	True	True	False	False
4923	v_Translation	34257082	143	2	1	True	True	True	True	True	True	False	False
4924	v_cycD_CDK46	34257082	143	4	3967	True	True	True	True	True	True	False	False
4925	v_cycD_CDK46_2	34257082	143	3	1	True	True	True	True	True	True	False	False
4926	v_cycE_CDK2	34257082	143	2	2	True	True	True	True	True	True	False	True
4927	v_cycE_CDK2_T	34257082	143	2	7	True	True	True	True	True	True	False	True
4928	v_cyclinD	34257082	143	2	7	True	True	True	True	True	True	False	True
4929	v_cyclinD_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4930	v_mTORC1	34257082	143	3	200	True	True	True	True	True	True	False	False
4931	v_mTORC2	34257082	143	2	4	True	True	True	True	True	True	False	True
4932	v_mTORC2_pm	34257082	143	3	76	True	True	True	True	True	True	False	False
4933	v_p21_T	34257082	143	2	7	True	True	True	True	True	True	False	True
4934	v_p21_T_2	34257082	143	2	1	True	True	True	True	True	True	False	False
4935	v_p21_p27	34257082	143	3	64	True	True	True	True	True	True	False	True
4936	v_p21_p27_T	34257082	143	6	3526583422087614544	True	True	True	False	False	False	False	False
4937	v_pRb	34257082	143	4	49151	True	True	True	True	True	True	False	False
4938	v_pRb_2	34257082	143	5	62967	True	True	True	True	True	True	False	False
4939	v_Acc1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4940	v_CKII_P__Gal83_CKIISite	28725459	144	7	1172526076177	True	True	True	True	True	True	False	False
4941	v_CSRETranscription	28725459	144	2	1	True	True	True	True	True	True	False	False
4942	v_Cat8_BIND_CSRE	28725459	144	3	1	True	True	True	True	True	True	False	False
4943	v_Cat8_S562__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4944	v_Cat8__CSRE	28725459	144	1	1	True	True	True	True	True	True	True	True
4945	v_Ctk1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
4946	v_Ctk1_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	False	False
4947	v_Cyc8__Mig1	28725459	144	1	1	True	True	True	True	True	True	True	True
4948	v_Cyc8_ppi_Mig1	28725459	144	3	1	True	True	True	True	True	True	False	False
4949	v_Elm1_P__Snf1_T210	28725459	144	4	1024	True	True	True	True	True	True	False	False
4950	v_GATATranscription	28725459	144	1	1	True	True	True	True	True	True	True	True
4951	v_Gal83_CKIISite__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4952	v_Gal83_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4953	v_Gal83__Sip4	28725459	144	1	1	True	True	True	True	True	True	True	True
4954	v_Gal83__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
4955	v_Gal83_ppi_Sip4	28725459	144	6	1	True	True	True	True	True	True	False	False
4956	v_Gal83_ppi_Snf1	28725459	144	5	4096	True	True	True	True	True	True	False	False
4957	v_Gcn5_Ace__Histone3	28725459	144	3	1	True	True	True	True	True	True	False	False
4958	v_Gcn5__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
4959	v_Gcn5_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	False	False
4960	v_Glc7_P__Hxk2	28725459	144	4	1	True	True	True	True	True	True	False	False
4961	v_Glc7_P__Msn2_PKASite	28725459	144	5	273	True	True	True	True	True	True	False	False
4962	v_Glc7_P__Rod1	28725459	144	5	273	True	True	True	True	True	True	False	False
4963	v_Glc7_P__Snf1_T210	28725459	144	9	26148205166024228645739296150752150445494736272257712128	True	True	True	True	True	True	False	False
4964	v_Glc7__Reg1	28725459	144	1	1	True	True	True	True	True	True	True	True
4965	v_Glc7__Reg2	28725459	144	1	1	True	True	True	True	True	True	True	True
4966	v_Glc7__Shp1	28725459	144	1	1	True	True	True	True	True	True	True	True
4967	v_Glc7_ppi_Reg1	28725459	144	3	4	True	True	True	True	True	True	False	False
4968	v_Glc7_ppi_Reg2	28725459	144	3	16	True	True	True	True	True	True	False	False
4969	v_Glc7_ppi_Shp1	28725459	144	2	1	True	True	True	True	True	True	False	False
4970	v_Gln3_BIND_GATASite	28725459	144	3	1	True	True	True	True	True	True	False	False
4971	v_Gln3__Cytoplasm_	28725459	144	3	59	True	True	True	True	True	True	False	True
4972	v_Gln3__GATASite	28725459	144	1	1	True	True	True	True	True	True	True	True
4973	v_Gln3__Nucleus_	28725459	144	3	117	True	True	True	True	True	True	False	True
4974	v_Gln3__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4975	v_Gln3__Ure2	28725459	144	1	1	True	True	True	True	True	True	True	True
4976	v_Gln3_ppi_Ure2	28725459	144	3	16	True	True	True	True	True	True	False	False
4977	v_Glucose__Cytoplasm_	28725459	144	2	7	True	True	True	True	True	True	False	True
4978	v_Glucose__Extracellular_	28725459	144	2	4	True	True	True	True	True	True	False	True
4979	v_Glucose__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4980	v_Hcm1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4981	v_Histone3__Ace_	28725459	144	2	7	True	True	True	True	True	True	False	True
4982	v_Histone3__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4983	v_Hsf1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4984	v_Hxk2_P__Glucose	28725459	144	3	1	True	True	True	True	True	True	False	False
4985	v_Hxk2_S14__P_	28725459	144	3	127	True	True	True	True	True	True	False	True
4986	v_Hxk2__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	False	True
4987	v_Hxk2__Mig1_S311	28725459	144	1	1	True	True	True	True	True	True	True	True
4988	v_Hxk2__Nucleus_	28725459	144	3	47	True	True	True	True	True	True	False	True
4989	v_Hxk2__P_	28725459	144	2	2	True	True	True	True	True	True	False	True
4990	v_Hxk2_ppi_Mig1_S311	28725459	144	4	1	True	True	True	True	True	True	False	False
4991	v_Hxt_FDExtCyt_Glucose	28725459	144	3	1	True	True	True	True	True	True	False	False
4992	v_Mig1Transcription	28725459	144	2	14	True	True	True	True	True	True	False	False
4993	v_Mig1_BIND_Mig1Site	28725459	144	3	1	True	True	True	True	True	True	False	False
4994	v_Mig1__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	False	True
4995	v_Mig1__Mig1Site	28725459	144	1	1	True	True	True	True	True	True	True	True
4996	v_Mig1__Nucleus_	28725459	144	3	79	True	True	True	True	True	True	False	True
4997	v_Mig1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
4998	v_Mms21_SUM__Snf1	28725459	144	3	1	True	True	True	True	True	True	False	False
4999	v_Msn2_BIND_STRE	28725459	144	3	1	True	True	True	True	True	True	False	False
5000	v_Msn2_PKASite__P_	28725459	144	3	59	True	True	True	True	True	True	False	True
5001	v_Msn2_S582__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5002	v_Msn2__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	False	True
5003	v_Msn2__Nucleus_	28725459	144	3	59	True	True	True	True	True	True	False	True
5004	v_Msn2__STRE	28725459	144	1	1	True	True	True	True	True	True	True	True
5005	v_NPC_NEXP_Gln3	28725459	144	4	1	True	True	True	True	True	True	False	False
5006	v_NPC_NEXP_Hxk2	28725459	144	4	1	True	True	True	True	True	True	False	False
5007	v_NPC_NEXP_Mig1	28725459	144	4	1	True	True	True	True	True	True	False	False
5008	v_NPC_NEXP_Msn2	28725459	144	4	1	True	True	True	True	True	True	False	False
5009	v_NPC_NEXP_Snf1	28725459	144	5	1024	True	True	True	True	True	True	False	False
5010	v_NPC_NIMP_Gln3	28725459	144	5	32	True	True	True	True	True	True	False	False
5011	v_NPC_NIMP_Hxk2	28725459	144	4	4	True	True	True	True	True	True	False	False
5012	v_NPC_NIMP_Mig1	28725459	144	4	16	True	True	True	True	True	True	False	False
5013	v_NPC_NIMP_Msn2	28725459	144	4	4	True	True	True	True	True	True	False	False
5014	v_NPC_NIMP_Snf1	28725459	144	5	2	True	True	True	True	True	True	False	False
5015	v_Nrg1Transcription	28725459	144	1	2	True	True	True	True	True	True	True	False
5016	v_Nrg1_BIND_Nrg1Site	28725459	144	3	2	True	True	True	True	True	True	False	False
5017	v_Nrg1__Nrg1Site	28725459	144	1	1	True	True	True	True	True	True	True	True
5018	v_Nrg1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
5019	v_Nrg1_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	False	False
5020	v_Nrg2Transcription	28725459	144	1	2	True	True	True	True	True	True	True	False
5021	v_Nrg2_BIND_Nrg2Site	28725459	144	3	2	True	True	True	True	True	True	False	False
5022	v_Nrg2__Nrg2Site	28725459	144	1	1	True	True	True	True	True	True	True	True
5023	v_Nrg2__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
5024	v_Nrg2_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	False	False
5025	v_Pfk27__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5026	v_Psk1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5027	v_Rds2Transcription	28725459	144	1	1	True	True	True	True	True	True	True	True
5028	v_Rds2_BIND_Rds2Site	28725459	144	3	1	True	True	True	True	True	True	False	False
5029	v_Rds2__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5030	v_Rds2__Rds2Site	28725459	144	1	1	True	True	True	True	True	True	True	True
5031	v_Reg1__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5032	v_Rod1Degradation	28725459	144	1	1	True	True	True	True	True	True	True	True
5033	v_Rod1_UbSite__Ub_	28725459	144	3	79	True	True	True	True	True	True	False	True
5034	v_Rod1__P_	28725459	144	3	47	True	True	True	True	True	True	False	True
5035	v_Rsp5_Ub__Rod1_UbSite	28725459	144	3	4	True	True	True	True	True	True	False	False
5036	v_STRETranscription	28725459	144	1	1	True	True	True	True	True	True	True	True
5037	v_Sak1_PD_P__Snf1_T210	28725459	144	4	512	True	True	True	True	True	True	False	False
5038	v_Sip1_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5039	v_Sip1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
5040	v_Sip1_ppi_Snf1	28725459	144	5	16777216	True	True	True	True	True	True	False	False
5041	v_Sip2_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5042	v_Sip2__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
5043	v_Sip2_ppi_Snf1	28725459	144	5	4096	True	True	True	True	True	True	False	False
5044	v_Sip3__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True
5045	v_Sip3_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	False	False
5046	v_Sip4_BIND_CSRE	28725459	144	3	1	True	True	True	True	True	True	False	False
5047	v_Sip4__CSRE	28725459	144	1	1	True	True	True	True	True	True	True	True
5048	v_Sip4__P_	28725459	144	2	7	True	True	True	True	True	True	False	True
5049	v_Slx5_Ub__Snf1_UbSite	28725459	144	3	1	True	True	True	True	True	True	False	False
5050	v_Snf1Degradation	28725459	144	1	1	True	True	True	True	True	True	True	True
5051	v_Snf1_ID__Snf4	28725459	144	1	1	True	True	True	True	True	True	True	True
5052	v_Snf1_ID_ppi_Snf4	28725459	144	3	1	True	True	True	True	True	True	False	False
5053	v_Snf1_P__Acc1	28725459	144	7	281547992268817	True	True	True	True	True	True	False	False
5054	v_Snf1_P__Cat8_S562	28725459	144	6	1	True	True	True	True	True	True	False	False
5055	v_Snf1_P__Gal83_Snf1Site	28725459	144	7	17895697	True	True	True	True	True	True	False	False
5056	v_Snf1_P__Gln3	28725459	144	8	281547992268817	True	True	True	True	True	True	False	False
5057	v_Snf1_P__Hcm1	28725459	144	6	1	True	True	True	True	True	True	False	False
5058	v_Snf1_P__Histone3	28725459	144	6	1	True	True	True	True	True	True	False	False
5059	v_Snf1_P__Hsf1	28725459	144	6	1	True	True	True	True	True	True	False	False
5060	v_Snf1_P__Hxk2_S14	28725459	144	7	282578800148737	True	True	True	True	True	True	False	False
5061	v_Snf1_P__Mig1	28725459	144	7	2	True	True	True	True	True	True	False	False
5062	v_Snf1_P__Msn2_S582	28725459	144	6	1	True	True	True	True	True	True	False	False
5063	v_Snf1_P__Pfk27	28725459	144	7	1172526076177	True	True	True	True	True	True	False	False
5064	v_Snf1_P__Psk1	28725459	144	7	282578800148737	True	True	True	True	True	True	False	False
5065	v_Snf1_P__Rds2	28725459	144	6	1	True	True	True	True	True	True	False	False
5066	v_Snf1_P__Reg1	28725459	144	7	281547992268817	True	True	True	True	True	True	False	False
5067	v_Snf1_P__Rod1	28725459	144	7	1172526076177	True	True	True	True	True	True	False	False
5068	v_Snf1_P__Sip1_Snf1Site	28725459	144	7	282578800148737	True	True	True	True	True	True	False	False
5069	v_Snf1_P__Sip2_Snf1Site	28725459	144	7	17895697	True	True	True	True	True	True	False	False
5070	v_Snf1_P__Sip4	28725459	144	7	1	True	True	True	True	True	True	False	False
5071	v_Snf1_T210__P_	28725459	144	5	1069547519	True	True	True	True	True	True	False	False
5072	v_Snf1_UbSite__Ub_	28725459	144	3	117	True	True	True	True	True	True	False	True
5073	v_Snf1__Cytoplasm_	28725459	144	3	93	True	True	True	True	True	True	False	True
5074	v_Snf1__Nucleus_	28725459	144	3	79	True	True	True	True	True	True	False	True
5075	v_Snf1__SUMO_	28725459	144	3	59	True	True	True	True	True	True	False	True
5076	v_Snf1__Std1	28725459	144	1	1	True	True	True	True	True	True	True	True
5077	v_Snf1_ppi_Std1	28725459	144	6	1	True	True	True	True	True	True	False	False
5078	v_Tda1_P__Hxk2_S14	28725459	144	7	282578800148737	True	True	True	True	True	True	False	False
5079	v_Tos3_P__Snf1_T210	28725459	144	4	1024	True	True	True	True	True	True	False	False
5080	v_Tpk_P__Msn2_PKASite	28725459	144	3	1	True	True	True	True	True	True	False	False
5081	v_Ubp8_Ub__Snf1_UbSite	28725459	144	3	1	True	True	True	True	True	True	False	False
5082	v_Ulp1_SUM__Snf1	28725459	144	3	1	True	True	True	True	True	True	False	False
5083	v_UnknownProtease_Ub__Rod1_UbSite	28725459	144	3	1	True	True	True	True	True	True	False	False
5084	v_UnknownRegulation	28725459	144	4	16384	True	True	True	True	True	True	False	True
5085	v_AC	25980672	145	1	1	True	True	True	True	True	True	True	True
5086	v_ASK1	25980672	145	3	64	True	True	True	True	True	True	False	True
5087	v_ASK1_m	25980672	145	1	2	True	True	True	True	True	True	True	False
5088	v_Akt	25980672	145	1	1	True	True	True	True	True	True	True	True
5089	v_Akt_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5090	v_Bcl_2	25980672	145	8	14757815294952064122611988285421007863438546364415561478934241345365073723392	True	True	True	True	True	True	False	False
5091	v_COX_2	25980672	145	4	10922	True	True	True	True	True	True	False	False
5092	v_CREB	25980672	145	3	127	True	True	True	True	True	True	False	True
5093	v_EGFR	25980672	145	2	4	True	True	True	True	True	True	False	True
5094	v_EP4	25980672	145	1	1	True	True	True	True	True	True	True	True
5095	v_ERK	25980672	145	2	4	True	True	True	True	True	True	False	True
5096	v_ERK_m	25980672	145	2	2	True	True	True	True	True	True	False	True
5097	v_ETR	25980672	145	1	1	True	True	True	True	True	True	True	True
5098	v_ET_1	25980672	145	2	7	True	True	True	True	True	True	False	True
5099	v_GSK3b	25980672	145	1	2	True	True	True	True	True	True	True	False
5100	v_GSK3b_m	25980672	145	1	2	True	True	True	True	True	True	True	False
5101	v_IL_1	25980672	145	2	4	True	True	True	True	True	True	False	True
5102	v_JNK	25980672	145	1	1	True	True	True	True	True	True	True	True
5103	v_JNK_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5104	v_MC1R	25980672	145	1	1	True	True	True	True	True	True	True	True
5105	v_MDM2	25980672	145	1	1	True	True	True	True	True	True	True	True
5106	v_MDM2_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5107	v_MEK	25980672	145	1	1	True	True	True	True	True	True	True	True
5108	v_MEK_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5109	v_MITFmRNA	25980672	145	2	1	True	True	True	True	True	True	False	False
5110	v_MITFprotein	25980672	145	2	1	True	True	True	True	True	True	False	False
5111	v_MKK4	25980672	145	2	2	True	True	True	True	True	True	False	True
5112	v_MKK4_m	25980672	145	2	2	True	True	True	True	True	True	False	True
5113	v_MKK6	25980672	145	1	1	True	True	True	True	True	True	True	True
5114	v_MKK6_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5115	v_MSK	25980672	145	2	7	True	True	True	True	True	True	False	True
5116	v_Melanin	25980672	145	1	1	True	True	True	True	True	True	True	True
5117	v_NFAT	25980672	145	1	2	True	True	True	True	True	True	True	False
5118	v_P53	25980672	145	3	42	True	True	True	True	True	True	False	False
5119	v_PDE	25980672	145	1	1	True	True	True	True	True	True	True	True
5120	v_PDK1	25980672	145	2	4	True	True	True	True	True	True	False	True
5121	v_PDK1_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5122	v_PGE2	25980672	145	2	7	True	True	True	True	True	True	False	True
5123	v_PI3K	25980672	145	1	1	True	True	True	True	True	True	True	True
5124	v_PI3K_m	25980672	145	3	112	True	True	True	True	True	True	False	False
5125	v_PKA	25980672	145	1	1	True	True	True	True	True	True	True	True
5126	v_PKC	25980672	145	1	1	True	True	True	True	True	True	True	True
5127	v_PTEN	25980672	145	4	32960	True	True	True	True	True	True	False	False
5128	v_RSK	25980672	145	1	1	True	True	True	True	True	True	True	True
5129	v_RSK_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5130	v_Raf	25980672	145	2	2	True	True	True	True	True	True	False	True
5131	v_Raf_m	25980672	145	2	7	True	True	True	True	True	True	False	True
5132	v_Ras	25980672	145	1	1	True	True	True	True	True	True	True	True
5133	v_Ras_m	25980672	145	2	7	True	True	True	True	True	True	False	True
5134	v_SCF	25980672	145	2	7	True	True	True	True	True	True	False	True
5135	v_SG	25980672	145	2	2	True	True	True	True	True	True	False	True
5136	v_SG_m	25980672	145	2	2	True	True	True	True	True	True	False	True
5137	v_a_MSH	25980672	145	1	1	True	True	True	True	True	True	True	True
5138	v_b_catenin	25980672	145	1	2	True	True	True	True	True	True	True	False
5139	v_b_catenin_m	25980672	145	1	2	True	True	True	True	True	True	True	False
5140	v_cAMP	25980672	145	3	42	True	True	True	True	True	True	False	False
5141	v_c_Kit	25980672	145	1	1	True	True	True	True	True	True	True	True
5142	v_p38	25980672	145	1	1	True	True	True	True	True	True	True	True
5143	v_p38_m	25980672	145	1	1	True	True	True	True	True	True	True	True
5144	v_p53_m	25980672	145	3	32	True	True	True	True	True	True	False	True
5145	v_AKT	35680961	199	4	63487	True	True	True	True	True	True	False	False
5146	v_AXIN2_cyto	35680961	199	3	223	True	True	True	True	True	True	False	False
5147	v_AXIN2_nuc	35680961	199	1	2	True	True	True	True	True	True	True	False
5148	v_Bcatenin_memb	35680961	199	2	4	True	True	True	True	True	True	False	True
5149	v_Bcatenin_nuc	35680961	199	9	13407807929942597099089465848675441533766682613268258861750374189896837451950976056347196920318020079400535174357713089109005944739013167700652020828471296	True	True	True	False	False	False	False	False
5150	v_Dest_compl	35680961	199	4	1287	True	True	True	True	True	True	False	False
5151	v_Ecadherin	35680961	199	8	340282366920938463444927863353763692542	True	True	True	True	True	True	False	False
5152	v_Ecadherin_CTF	35680961	199	1	2	True	True	True	True	True	True	True	False
5153	v_GLI_cyto	35680961	199	3	127	True	True	True	True	True	True	False	True
5154	v_GLI_nuc	35680961	199	5	1376341	True	True	True	True	True	True	False	False
5155	v_GSK3B_cyto	35680961	199	2	8	True	True	True	True	True	True	False	False
5156	v_GSK3B_nuc	35680961	199	2	8	True	True	True	True	True	True	False	False
5157	v_MEK	35680961	199	6	18399456277622161407	True	True	True	True	True	True	False	False
5158	v_NOTCH	35680961	199	2	7	True	True	True	True	True	True	False	True
5159	v_NOTCH_ic_cyto	35680961	199	1	1	True	True	True	True	True	True	True	True
5160	v_NOTCH_ic_nuc	35680961	199	2	1	True	True	True	True	True	True	False	False
5161	v_SMAD_cyto	35680961	199	3	21	True	True	True	True	True	True	False	False
5162	v_SMAD_nuc	35680961	199	3	11	True	True	True	True	True	True	False	False
5163	v_SNAI1_cyto	35680961	199	7	168817127558053128751825070728866168831	True	True	True	False	False	False	False	False
5164	v_SNAI1_nuc	35680961	199	4	1036	True	True	True	True	True	True	False	False
5165	v_SNAI2_cyto	35680961	199	5	2130771712	True	True	True	True	True	True	False	False
5166	v_SNAI2_nuc	35680961	199	2	4	True	True	True	True	True	True	False	True
5167	v_SOS_GRB2	35680961	199	3	76	True	True	True	True	True	True	False	False
5168	v_TGFBR	35680961	199	3	127	True	True	True	True	True	True	False	True
5169	v_TGFBR_icd	35680961	199	1	1	True	True	True	True	True	True	True	True
5170	v_TWIST1_nuc	35680961	199	3	127	True	True	True	True	True	True	False	True
5171	v_ZEB1_cyto	35680961	199	2	2	True	True	True	True	True	True	False	True
5172	v_ZEB1_nuc	35680961	199	1	1	True	True	True	True	True	True	True	True
5173	v_ZEB2	35680961	199	2	2	True	True	True	True	True	True	False	True
5174	v_miR200	35680961	199	3	128	True	True	True	True	True	True	False	False
5175	v_ATM	31545515	200	4	253	True	True	True	True	True	True	False	False
5176	v_Apoptosis	31545515	200	1	1	True	True	True	True	True	True	True	True
5177	v_BAX	31545515	200	2	2	True	True	True	True	True	True	False	True
5178	v_BCL2	31545515	200	2	8	True	True	True	True	True	True	False	False
5179	v_Caspase3	31545515	200	3	50	True	True	True	True	True	True	False	True
5180	v_Cdc25A	31545515	200	3	234	True	True	True	True	True	True	False	False
5181	v_E2F1	31545515	200	6	18101087528008548147	True	True	True	True	True	True	False	False
5182	v_HDAC1	31545515	200	3	248	True	True	True	True	True	True	False	False
5183	v_Mdm2	31545515	200	3	176	True	True	True	True	True	True	False	False
5184	v_PUMA	31545515	200	1	1	True	True	True	True	True	True	True	True
5185	v_Proliferation	31545515	200	2	4	True	True	True	True	True	True	False	True
5186	v_RB	31545515	200	2	8	True	True	True	True	True	True	False	False
5187	v_SIPS	31545515	200	2	2	True	True	True	True	True	True	False	True
5188	v_Sirt_1	31545515	200	3	50	True	True	True	True	True	True	False	True
5189	v_Wip1	31545515	200	1	1	True	True	True	True	True	True	True	True
5190	v_c_Myc	31545515	200	5	3288386560	True	True	True	True	True	True	False	False
5191	v_cdk2_CycE	31545515	200	4	4096	True	True	True	True	True	True	False	False
5192	v_cdk46_CycD	31545515	200	3	64	True	True	True	True	True	True	False	True
5193	v_miR_34a	31545515	200	1	1	True	True	True	True	True	True	True	True
5194	v_p21	31545515	200	5	2004178261	True	True	True	True	True	True	False	False
5195	v_p38MAPK	31545515	200	2	2	True	True	True	True	True	True	False	True
5196	v_p53	31545515	200	3	79	True	True	True	True	True	True	False	True
5197	v_p53_A	31545515	200	4	45056	True	True	True	True	True	True	False	False
5198	v_p53_INP1	31545515	200	2	7	True	True	True	True	True	True	False	True
5199	v_p53_K	31545515	200	4	2568	True	True	True	True	True	True	False	False
5200	v_AKT	35327612	201	2	4	True	True	True	True	True	True	False	True
5201	v_ANRIL	35327612	201	2	7	True	True	True	True	True	True	False	True
5202	v_ATM	35327612	201	4	21589	True	True	True	True	True	True	False	False
5203	v_Apoptosis	35327612	201	1	1	True	True	True	True	True	True	True	True
5204	v_BAX	35327612	201	2	8	True	True	True	True	True	True	False	False
5205	v_BCL2	35327612	201	3	128	True	True	True	True	True	True	False	False
5206	v_CDK2_CycE	35327612	201	4	512	True	True	True	True	True	True	False	False
5207	v_CDK46_CycD	35327612	201	3	32	True	True	True	True	True	True	False	True
5208	v_Caspase3	35327612	201	3	50	True	True	True	True	True	True	False	True
5209	v_Cdc25A	35327612	201	3	234	True	True	True	True	True	True	False	False
5210	v_E2F1	35327612	201	6	16212924573153227007	True	True	True	True	True	True	False	False
5211	v_EZH2	35327612	201	5	256	True	True	True	True	True	True	False	False
5212	v_HDAC1	35327612	201	3	234	True	True	True	True	True	True	False	False
5213	v_KLF2	35327612	201	2	8	True	True	True	True	True	True	False	False
5214	v_Mdm2	35327612	201	3	176	True	True	True	True	True	True	False	False
5215	v_Myc	35327612	201	5	3288386560	True	True	True	True	True	True	False	False
5216	v_PTEN	35327612	201	2	4	True	True	True	True	True	True	False	True
5217	v_PUMA	35327612	201	1	1	True	True	True	True	True	True	True	True
5218	v_Proliferation	35327612	201	2	2	True	True	True	True	True	True	False	True
5219	v_RB	35327612	201	2	8	True	True	True	True	True	True	False	False
5220	v_Senescence	35327612	201	2	2	True	True	True	True	True	True	False	True
5221	v_Sirt_1	35327612	201	3	50	True	True	True	True	True	True	False	True
5222	v_UFC1	35327612	201	1	1	True	True	True	True	True	True	True	True
5223	v_Wip1	35327612	201	1	1	True	True	True	True	True	True	True	True
