network_number	fro	to	sign
7006	11	12	a
7006	10	13	a
7007	15	6	a
7007	4	13	a
7007	8	2	a
7007	15	3	a
7007	6	13	a
7007	13	4	a
7007	12	10	a
7007	16	7	a
7007	14	15	a
7007	5	14	a
7007	13	8	a
7007	2	3	a
7007	3	2	a
7007	14	12	a
7007	11	12	a
7007	7	16	a
7007	11	15	a
7007	9	16	a
7007	10	14	a
7007	7	1	a
7007	9	8	a
7007	16	5	a
7007	10	5	a
7007	1	4	a
7007	1	6	a
7007	5	11	a
7007	3	1	a
7007	6	9	a
7007	4	7	a
7007	2	10	a
7007	12	11	a
7007	8	9	a
7008	8	14	i
7008	7	15	a
7008	6	9	a
7008	12	5	a
7008	10	11	a
7008	14	7	a
7008	15	3	a
7008	13	8	a
7008	16	12	a
7008	16	8	a
7008	7	12	a
7008	4	10	i
7008	9	3	i
7008	3	7	a
7008	5	13	a
7008	5	9	a
7008	4	1	a
7008	2	13	a
7008	9	14	a
7008	11	16	a
7008	1	15	a
7008	3	2	a
7008	12	6	a
7008	8	11	a
7008	10	5	a
7008	11	2	i
7008	13	10	a
7008	6	6	i
7008	2	1	a
7008	14	4	a
7008	15	4	a
7008	1	16	a
7009	14	15	i
7009	13	11	i
7009	14	12	i
7009	10	9	a
7009	15	7	i
7009	16	11	i
7009	2	13	i
7009	11	8	i
7009	5	6	a
7009	6	7	i
7009	9	16	a
7009	7	8	a
7009	12	15	a
7009	5	16	a
7009	3	2	i
7009	10	3	i
7009	6	1	i
7009	12	14	i
7009	4	13	i
7009	13	12	i
7009	15	5	i
7009	1	9	i
7009	1	2	i
7009	4	14	i
7009	3	4	i
7009	7	1	i
7009	8	3	i
7009	11	10	i
7009	9	10	i
7009	16	6	i
7009	2	5	a
7009	8	4	i
7010	13	10	a
7010	4	6	i
7010	5	12	i
7010	15	5	i
7010	5	11	i
7010	13	1	i
7010	16	15	i
7010	2	12	i
7010	1	6	i
7010	9	4	i
7010	11	8	i
7010	7	2	i
7010	9	14	i
7010	14	3	i
7010	8	2	i
7010	7	16	i
7010	6	13	i
7010	15	8	i
7010	1	11	i
7010	3	14	i
7010	12	9	a
7010	4	5	a
7010	8	13	a
7010	10	9	i
7010	10	1	i
7010	3	16	i
7010	12	15	i
7010	16	3	i
7010	2	4	i
7010	6	7	i
7010	11	10	i
7010	14	7	i
7011	6	6	a
7011	9	7	a
7011	1	2	a
7011	13	1	a
7011	3	3	a
7011	11	16	a
7011	5	15	a
7011	13	7	a
7011	7	6	i
7011	9	11	a
7011	14	4	a
7011	11	15	a
7011	12	12	a
7011	14	3	a
7011	15	13	a
7011	8	8	a
7011	2	8	a
7011	12	14	a
7011	2	1	i
7011	16	2	a
7011	8	12	a
7011	6	5	a
7011	10	5	a
7011	3	9	a
7011	7	11	i
7011	10	14	a
7011	4	13	a
7011	1	10	a
7011	16	10	a
7011	5	16	a
7011	4	9	i
7011	15	4	a
7012	15	12	i
7012	10	9	i
7012	8	10	a
7012	15	3	a
7012	8	13	a
7012	12	5	a
7012	4	7	a
7012	4	3	i
7012	14	15	i
7012	10	2	i
7012	14	13	a
7012	2	2	i
7012	13	11	a
7012	7	15	i
7012	9	4	a
7012	6	5	a
7012	3	4	a
7012	1	1	i
7012	7	9	a
7012	16	8	i
7012	12	14	a
7012	3	12	a
7012	6	16	a
7012	16	16	i
7012	9	6	i
7012	1	11	a
7012	11	6	a
7012	13	14	a
7012	5	8	i
7012	2	1	a
7012	11	10	a
7012	5	7	i
7013	12	7	a
7013	2	11	i
7013	15	9	i
7013	1	3	i
7013	5	7	i
7013	8	2	a
7013	13	8	i
7013	16	5	i
7013	10	10	i
7013	14	8	i
7013	14	11	i
7013	16	6	a
7013	6	16	i
7013	7	10	i
7013	9	4	i
7013	8	16	i
7013	5	12	i
7013	11	14	i
7013	1	13	i
7013	12	15	i
7013	4	14	a
7013	10	13	i
7013	2	4	i
7013	15	1	i
7013	6	5	a
7013	3	6	a
7013	13	9	i
7013	4	1	a
7013	11	15	i
7013	9	3	a
7013	7	12	i
7013	3	2	i
7014	16	5	a
7014	8	9	a
7014	1	10	a
7014	10	14	a
7014	4	1	a
7014	9	16	a
7014	3	8	a
7014	5	12	a
7014	12	6	a
7014	6	11	a
7014	11	7	a
7014	9	3	a
7014	2	15	i
7014	7	1	a
7014	14	9	a
7014	2	12	a
7014	11	4	a
7014	6	3	a
7014	7	13	a
7014	13	4	a
7014	12	15	a
7014	1	13	a
7014	14	2	a
7014	15	8	a
7014	15	2	i
7014	10	10	a
7014	4	16	a
7014	13	5	a
7014	16	14	a
7014	3	11	a
7014	5	7	a
7014	8	6	i
7015	9	13	i
7015	11	10	a
7015	14	4	i
7015	14	10	a
7015	6	9	a
7015	9	6	a
7015	3	15	a
7015	15	4	a
7015	3	3	i
7015	2	9	a
7015	6	7	a
7015	7	1	i
7015	8	6	i
7015	1	16	a
7015	15	2	a
7015	10	8	a
7015	13	7	a
7015	5	3	i
7015	4	12	i
7015	8	11	a
7015	10	5	a
7015	1	15	a
7015	16	16	a
7015	5	13	a
7015	12	5	a
7015	12	14	a
7015	13	2	i
7015	4	11	a
7015	11	1	i
7015	2	14	a
7015	7	12	a
7015	16	8	a
7016	2	16	i
7016	5	11	i
7016	9	14	a
7016	9	13	i
7016	2	5	i
7016	16	3	i
7016	14	11	i
7016	11	9	i
7016	4	1	i
7016	15	6	i
7016	12	4	i
7016	5	2	i
7016	6	15	i
7016	1	6	i
7016	7	7	i
7016	7	3	i
7016	11	7	i
7016	13	15	i
7016	3	8	a
7016	3	13	i
7016	1	12	i
7016	15	10	a
7016	8	10	i
7016	14	12	i
7016	10	16	i
7016	12	14	i
7016	6	9	i
7016	13	1	i
7016	4	8	i
7016	8	4	a
7016	10	2	a
7016	16	5	i
7017	2	16	i
7017	6	10	i
7017	2	3	a
7017	7	1	a
7017	7	11	a
7017	16	9	a
7017	9	12	a
7017	8	5	a
7017	11	4	a
7017	14	5	a
7017	5	11	a
7017	14	7	a
7017	10	6	a
7017	8	2	a
7017	6	6	a
7017	15	1	a
7017	1	14	a
7017	4	7	a
7017	16	8	a
7017	15	3	a
7017	10	12	a
7017	3	15	a
7017	3	4	a
7017	1	16	a
7017	13	13	a
7017	12	15	a
7017	12	2	a
7017	13	14	a
7017	4	9	a
7017	11	8	i
7017	9	10	i
7017	5	13	a
7018	14	1	a
7018	6	12	a
7018	10	2	a
7018	13	6	a
7018	12	8	a
7018	9	3	a
7018	9	8	a
7018	2	10	a
7018	4	12	a
7018	8	7	a
7018	2	9	a
7018	5	7	a
7018	3	6	a
7018	4	13	a
7018	11	13	a
7018	13	15	a
7018	11	10	a
7018	5	2	a
7018	6	9	a
7018	7	16	a
7018	3	4	i
7018	12	5	a
7018	10	1	a
7018	16	5	a
7018	8	16	a
7018	1	3	a
7018	1	11	a
7018	15	15	a
7018	14	11	a
7018	15	4	a
7018	16	14	a
7018	7	14	a
7019	8	2	i
7019	7	6	i
7019	2	1	i
7019	14	11	i
7019	11	2	i
7019	10	5	i
7019	1	16	i
7019	5	14	i
7019	13	7	i
7019	3	9	i
7019	9	3	i
7019	12	9	i
7019	16	11	i
7019	5	6	i
7019	15	7	i
7019	8	10	i
7019	1	1	i
7019	2	8	i
7019	15	15	i
7019	10	13	i
7019	6	13	i
7019	11	14	i
7019	3	12	i
7019	9	4	i
7019	4	4	i
7019	4	15	i
7019	14	12	i
7019	13	10	i
7019	6	8	i
7019	7	5	i
7019	12	16	i
7019	16	3	i
7020	8	5	a
7020	12	16	i
7020	2	15	i
7020	7	10	i
7020	15	4	a
7020	13	7	i
7020	14	14	a
7020	16	12	i
7020	1	7	i
7020	11	9	i
7020	6	3	i
7020	10	15	i
7020	9	13	a
7020	3	3	i
7020	13	12	a
7020	16	2	i
7020	5	16	i
7020	4	6	a
7020	7	8	i
7020	14	9	i
7020	11	1	a
7020	8	11	a
7020	10	10	i
7020	1	1	i
7020	3	4	i
7020	15	2	i
7020	9	6	i
7020	2	5	i
7020	5	11	i
7020	6	8	i
7020	12	14	i
7020	4	13	a
7021	8	9	a
7021	6	11	a
7021	7	14	a
7021	2	13	a
7021	5	1	a
7021	13	2	a
7021	13	16	a
7021	1	12	a
7021	15	15	a
7021	11	6	a
7021	14	10	a
7021	12	3	a
7021	16	13	a
7021	3	8	a
7021	2	4	a
7021	3	9	a
7021	12	15	a
7021	15	7	a
7021	16	5	a
7021	10	2	a
7021	7	4	a
7021	14	7	a
7021	8	1	a
7021	6	5	a
7021	11	8	a
7021	5	12	a
7021	4	3	a
7021	1	6	a
7021	9	14	a
7021	10	16	a
7021	9	10	a
7021	4	11	a
7022	2	6	i
7022	7	10	a
7022	11	4	i
7022	12	1	a
7022	14	7	a
7022	16	6	i
7022	1	2	i
7022	11	8	a
7022	10	13	a
7022	8	5	a
7022	10	3	i
7022	12	12	i
7022	7	4	i
7022	5	14	a
7022	3	7	a
7022	8	11	i
7022	4	3	i
7022	13	16	a
7022	15	5	a
7022	13	15	a
7022	9	11	i
7022	14	1	i
7022	5	10	a
7022	6	9	i
7022	3	12	i
7022	15	13	i
7022	16	14	i
7022	6	8	a
7022	4	2	i
7022	9	9	i
7022	2	15	i
7022	1	16	i
7023	11	14	i
7023	1	6	i
7023	8	12	i
7023	10	13	i
7023	9	4	a
7023	14	10	a
7023	16	11	i
7023	4	9	i
7023	3	15	i
7023	3	1	i
7023	7	4	i
7023	14	5	i
7023	5	3	i
7023	6	16	a
7023	9	8	i
7023	2	14	i
7023	2	1	a
7023	13	15	a
7023	12	8	a
7023	1	16	i
7023	6	2	i
7023	15	9	a
7023	16	13	i
7023	12	12	i
7023	5	6	i
7023	8	7	a
7023	4	3	i
7023	15	2	i
7023	11	5	i
7023	7	7	i
7023	13	10	a
7023	10	11	i
7024	1	15	a
7024	12	5	a
7024	3	13	a
7024	9	4	a
7024	15	6	a
7024	14	2	i
7024	16	16	a
7024	4	10	a
7024	1	14	i
7024	14	5	i
7024	15	7	a
7024	16	1	a
7024	2	16	a
7024	3	12	a
7024	8	10	i
7024	10	8	a
7024	13	8	a
7024	12	4	a
7024	9	12	i
7024	6	9	a
7024	13	3	a
7024	10	13	a
7024	2	3	a
7024	7	2	a
7024	11	7	a
7024	7	11	a
7024	4	6	a
7024	8	15	a
7024	6	11	a
7024	5	9	a
7024	11	1	i
7024	5	14	a
7025	13	8	i
7025	16	11	i
7025	12	15	i
7025	6	2	i
7025	10	7	a
7025	14	9	i
7025	9	8	i
7025	9	9	i
7025	13	11	i
7025	2	16	i
7025	15	4	a
7025	5	5	a
7025	11	12	i
7025	1	2	i
7025	10	3	i
7025	3	1	i
7025	14	6	i
7025	2	15	i
7025	6	6	i
7025	8	5	i
7025	15	14	a
7025	3	13	i
7025	11	14	i
7025	16	4	i
7025	4	10	i
7025	12	7	i
7025	8	12	i
7025	7	1	i
7025	7	10	a
7025	1	16	i
7025	4	3	a
7025	5	13	i
7026	9	12	i
7026	2	13	i
7026	13	10	a
7026	14	3	a
7026	7	6	i
7026	1	5	i
7026	1	16	i
7026	15	1	i
7026	14	7	i
7026	8	2	i
7026	16	7	i
7026	11	2	i
7026	4	4	i
7026	11	5	i
7026	13	14	i
7026	4	1	i
7026	6	4	i
7026	5	11	i
7026	16	9	a
7026	7	14	i
7026	10	15	a
7026	5	16	i
7026	10	9	a
7026	3	13	i
7026	3	8	i
7026	12	10	a
7026	6	12	i
7026	9	6	i
7026	8	11	a
7026	15	8	i
7026	2	3	a
7026	12	15	i
7027	9	12	a
7027	9	13	i
7027	13	9	i
7027	14	8	i
7027	11	1	i
7027	16	15	i
7027	4	1	i
7027	6	16	i
7027	7	14	i
7027	15	10	i
7027	10	4	i
7027	5	9	i
7027	1	2	i
7027	5	7	i
7027	11	10	a
7027	2	16	a
7027	8	12	i
7027	2	15	i
7027	15	7	i
7027	1	4	i
7027	6	11	i
7027	12	5	i
7027	7	3	i
7027	12	8	i
7027	16	2	a
7027	13	3	i
7027	10	11	a
7027	14	14	a
7027	8	6	i
7027	3	6	i
7027	3	5	i
7027	4	13	i
7028	1	6	i
7028	15	5	a
7028	4	15	a
7028	7	5	i
7028	8	14	i
7028	12	14	i
7028	5	12	i
7028	1	11	i
7028	5	4	a
7028	2	8	i
7028	13	3	i
7028	16	7	i
7028	3	1	a
7028	16	9	a
7028	11	9	a
7028	10	12	a
7028	14	8	a
7028	11	3	i
7028	2	13	a
7028	12	10	i
7028	15	16	i
7028	3	7	a
7028	9	13	i
7028	8	6	i
7028	9	2	a
7028	6	15	a
7028	14	2	a
7028	13	11	i
7028	4	1	a
7028	7	4	a
7028	6	16	i
7028	10	10	a
7029	8	4	a
7029	9	5	a
7029	15	6	a
7029	12	12	i
7029	16	7	a
7029	16	15	a
7029	14	11	i
7029	8	10	i
7029	2	1	a
7029	13	7	a
7029	4	14	i
7029	11	10	a
7029	5	14	a
7029	4	9	i
7029	3	4	a
7029	1	3	i
7029	9	1	i
7029	13	13	a
7029	12	3	a
7029	7	6	i
7029	6	2	i
7029	10	2	i
7029	1	9	i
7029	2	16	a
7029	7	8	i
7029	6	8	i
7029	3	12	a
7029	5	13	a
7029	10	5	i
7029	14	16	i
7029	11	11	a
7029	15	15	a
7030	12	3	i
7030	9	4	i
7030	14	10	i
7030	12	14	i
7030	10	6	i
7030	13	16	i
7030	8	15	i
7030	16	8	i
7030	1	14	i
7030	5	11	a
7030	11	2	i
7030	6	11	i
7030	14	15	i
7030	7	3	i
7030	7	8	i
7030	2	6	i
7030	4	7	i
7030	3	10	i
7030	8	9	i
7030	11	9	i
7030	5	12	i
7030	9	7	i
7030	10	13	i
7030	6	13	i
7030	4	1	i
7030	16	16	i
7030	15	4	i
7030	1	1	i
7030	15	2	i
7030	3	5	i
7030	13	5	i
7030	2	12	i
7031	4	7	a
7031	2	3	a
7031	1	4	a
7031	11	15	i
7031	13	3	a
7031	1	9	a
7031	6	15	a
7031	12	7	a
7031	7	5	a
7031	15	16	a
7031	16	16	a
7031	14	6	a
7031	7	11	a
7031	10	1	a
7031	3	8	a
7031	5	9	a
7031	4	12	a
7031	6	1	a
7031	8	14	a
7031	8	13	a
7031	14	13	a
7031	9	8	a
7031	3	2	a
7031	13	12	a
7031	12	11	a
7031	11	4	a
7031	2	14	a
7031	15	6	a
7031	5	2	a
7031	10	5	a
7031	9	10	a
7031	16	10	a
7032	4	7	a
7032	2	7	a
7032	3	3	a
7032	9	10	a
7032	10	13	a
7032	11	6	a
7032	14	11	i
7032	3	14	a
7032	6	13	i
7032	11	14	a
7032	1	2	a
7032	12	3	a
7032	13	1	a
7032	7	5	a
7032	6	10	a
7032	10	11	i
7032	12	16	a
7032	7	12	a
7032	15	4	a
7032	1	1	i
7032	8	8	a
7032	14	15	a
7032	16	2	i
7032	16	8	a
7032	13	12	i
7032	2	9	a
7032	8	16	a
7032	4	4	a
7032	9	5	a
7032	5	6	i
7032	5	9	a
7032	15	15	a
7033	5	1	i
7033	4	6	i
7033	7	11	a
7033	6	1	i
7033	9	4	a
7033	3	8	a
7033	4	7	i
7033	10	3	a
7033	13	15	a
7033	9	12	i
7033	12	14	a
7033	10	10	i
7033	5	5	i
7033	6	8	a
7033	14	12	i
7033	2	7	a
7033	13	4	a
7033	16	9	i
7033	16	10	i
7033	1	13	i
7033	2	16	i
7033	14	13	i
7033	3	16	i
7033	7	5	a
7033	11	3	i
7033	15	9	i
7033	11	11	a
7033	8	15	i
7033	12	2	a
7033	8	2	i
7033	15	6	a
7033	1	14	a
7034	11	5	a
7034	10	12	i
7034	7	13	i
7034	7	2	a
7034	9	10	i
7034	9	15	i
7034	2	16	i
7034	12	5	i
7034	14	8	i
7034	1	14	i
7034	11	11	i
7034	16	7	a
7034	6	2	i
7034	14	7	i
7034	16	8	i
7034	6	9	i
7034	4	16	i
7034	5	9	i
7034	13	12	i
7034	3	6	i
7034	8	14	a
7034	10	10	i
7034	5	6	i
7034	15	4	i
7034	4	3	a
7034	2	15	i
7034	1	4	i
7034	8	13	i
7034	15	1	a
7034	3	3	i
7034	13	1	a
7034	12	11	i
7035	2	3	a
7035	12	7	a
7035	7	1	i
7035	9	3	a
7035	15	4	a
7035	2	5	i
7035	3	5	a
7035	12	11	a
7035	9	16	a
7035	4	15	a
7035	10	8	i
7035	6	1	i
7035	16	6	i
7035	8	12	i
7035	13	14	i
7035	7	4	i
7035	3	16	a
7035	11	2	i
7035	4	8	i
7035	14	11	a
7035	5	12	i
7035	1	15	a
7035	8	13	i
7035	14	10	i
7035	1	2	i
7035	13	9	a
7035	10	9	i
7035	6	14	a
7035	11	6	i
7035	16	13	i
7035	15	10	a
7035	5	7	a
7036	7	2	i
7036	11	3	i
7036	5	7	i
7036	4	1	i
7036	5	2	a
7036	6	14	i
7036	3	13	i
7036	7	8	i
7036	2	3	i
7036	10	10	i
7036	1	4	i
7036	11	5	i
7036	16	5	i
7036	4	10	i
7036	12	1	i
7036	14	12	a
7036	8	9	i
7036	6	8	i
7036	10	12	a
7036	12	14	i
7036	2	15	i
7036	15	6	a
7036	15	11	a
7036	1	7	a
7036	8	16	i
7036	14	6	i
7036	13	4	i
7036	9	13	i
7036	3	16	i
7036	13	15	i
7036	16	11	i
7036	9	9	i
7037	5	15	a
7037	14	3	a
7037	14	7	a
7037	13	9	a
7037	6	4	i
7037	15	8	i
7037	7	5	a
7037	2	14	i
7037	13	12	a
7037	4	3	a
7037	3	1	i
7037	10	1	i
7037	11	2	i
7037	6	11	i
7037	4	13	i
7037	9	13	a
7037	15	2	i
7037	8	15	i
7037	16	6	i
7037	5	4	i
7037	3	12	a
7037	11	14	i
7037	8	10	a
7037	9	6	a
7037	12	7	i
7037	1	8	a
7037	16	5	i
7037	7	9	a
7037	2	16	i
7037	10	16	a
7037	12	11	i
7037	1	10	i
7038	11	3	a
7038	1	9	a
7038	5	1	a
7038	9	15	i
7038	2	13	a
7038	7	4	a
7038	6	16	a
7038	8	12	a
7038	12	9	a
7038	4	10	a
7038	5	16	a
7038	7	5	a
7038	8	14	a
7038	16	11	a
7038	11	6	a
7038	12	14	a
7038	10	3	a
7038	15	2	a
7038	14	8	a
7038	6	12	a
7038	14	7	a
7038	13	15	a
7038	9	7	a
7038	2	1	a
7038	3	11	a
7038	3	4	a
7038	15	13	a
7038	10	10	a
7038	16	2	a
7038	13	8	a
7038	4	6	a
7038	1	5	a
7039	9	9	i
7039	16	16	a
7039	3	14	a
7039	16	12	a
7039	15	2	i
7039	15	9	i
7039	9	5	a
7039	5	3	a
7039	12	14	i
7039	4	15	i
7039	6	4	i
7039	2	11	a
7039	11	10	a
7039	2	12	i
7039	11	13	a
7039	8	6	a
7039	3	10	i
7039	5	8	a
7039	4	4	a
7039	14	16	a
7039	12	5	i
7039	10	7	a
7039	13	1	i
7039	14	13	i
7039	7	8	i
7039	7	11	a
7039	10	2	i
7039	6	15	a
7039	1	7	i
7039	1	1	a
7039	13	6	a
7039	8	3	i
7040	10	11	a
7040	5	13	a
7040	10	7	i
7040	11	14	i
7040	15	6	a
7040	9	1	i
7040	4	10	i
7040	16	10	a
7040	2	3	i
7040	3	1	i
7040	1	5	a
7040	12	6	i
7040	1	9	i
7040	13	13	i
7040	14	3	a
7040	16	15	i
7040	5	2	i
7040	13	4	i
7040	9	12	i
7040	6	9	i
7040	4	5	a
7040	15	16	i
7040	11	16	i
7040	8	15	i
7040	7	8	a
7040	7	4	i
7040	6	14	i
7040	2	7	i
7040	14	8	a
7040	12	11	a
7040	3	2	i
7040	8	12	i
7041	2	1	a
7041	6	8	a
7041	14	11	i
7041	3	9	a
7041	15	3	i
7041	12	8	a
7041	3	15	i
7041	8	4	i
7041	11	3	i
7041	14	6	a
7041	1	10	i
7041	13	13	a
7041	2	2	i
7041	9	12	a
7041	8	13	a
7041	12	4	i
7041	1	9	a
7041	16	12	a
7041	16	5	a
7041	4	2	a
7041	13	14	a
7041	7	10	i
7041	15	7	a
7041	5	7	i
7041	4	15	a
7041	10	1	a
7041	10	14	i
7041	11	16	a
7041	6	6	i
7041	7	11	i
7041	5	16	a
7041	9	5	a
7042	3	6	i
7042	14	9	i
7042	16	15	i
7042	3	1	i
7042	4	5	i
7042	7	3	i
7042	9	14	i
7042	7	14	i
7042	9	3	i
7042	12	1	i
7042	8	2	i
7042	5	8	i
7042	10	16	i
7042	6	16	i
7042	16	4	i
7042	10	7	i
7042	2	10	i
7042	6	11	i
7042	1	7	i
7042	1	12	a
7042	15	6	i
7042	4	10	i
7042	13	4	i
7042	8	8	i
7042	11	13	i
7042	14	12	i
7042	13	13	i
7042	15	11	i
7042	11	15	i
7042	5	2	i
7042	2	9	i
7042	12	5	i
7043	7	5	i
7043	3	4	i
7043	4	9	a
7043	1	11	a
7043	5	4	a
7043	15	6	i
7043	11	15	i
7043	14	16	a
7043	9	9	a
7043	5	8	a
7043	11	7	i
7043	3	8	a
7043	9	13	i
7043	2	13	a
7043	8	12	a
7043	4	3	a
7043	13	10	a
7043	8	10	a
7043	7	16	a
7043	6	14	a
7043	12	12	a
7043	10	1	a
7043	12	3	a
7043	1	6	a
7043	2	14	a
7043	16	1	a
7043	14	2	a
7043	10	5	i
7043	15	7	i
7043	6	2	a
7043	13	15	a
7043	16	11	a
7044	7	8	a
7044	5	6	i
7044	6	11	i
7044	6	3	i
7044	4	4	i
7044	8	12	a
7044	9	14	i
7044	3	7	a
7044	10	15	i
7044	12	10	i
7044	16	1	i
7044	4	2	i
7044	15	6	i
7044	10	12	a
7044	9	2	a
7044	2	5	a
7044	15	10	i
7044	11	8	i
7044	7	7	i
7044	3	16	i
7044	12	11	i
7044	1	16	a
7044	1	5	i
7044	8	9	i
7044	13	4	a
7044	2	9	i
7044	5	3	a
7044	14	13	a
7044	14	15	a
7044	11	1	a
7044	13	13	a
7044	16	14	i
7045	12	11	i
7045	8	12	i
7045	16	10	i
7045	14	14	i
7045	11	10	i
7045	6	7	i
7045	9	15	i
7045	13	8	i
7045	2	4	i
7045	11	7	i
7045	15	14	i
7045	1	2	a
7045	5	13	i
7045	2	6	i
7045	6	9	i
7045	13	15	i
7045	7	5	i
7045	3	3	i
7045	5	8	i
7045	10	11	i
7045	14	3	i
7045	4	1	i
7045	3	6	i
7045	12	13	i
7045	4	9	i
7045	8	5	i
7045	9	2	i
7045	10	16	i
7045	16	16	i
7045	1	1	i
7045	7	4	i
7045	15	12	i
7046	1	6	a
7046	15	15	i
7046	7	1	a
7046	10	12	i
7046	13	16	i
7046	16	3	i
7046	5	8	a
7046	14	16	i
7046	8	5	i
7046	11	11	a
7046	5	10	a
7046	15	9	i
7046	4	7	i
7046	9	13	a
7046	12	5	i
7046	12	10	a
7046	1	13	a
7046	9	14	i
7046	10	14	a
7046	8	8	a
7046	3	3	a
7046	2	2	i
7046	2	4	a
7046	4	15	i
7046	3	7	a
7046	6	9	a
7046	7	11	i
7046	14	2	a
7046	16	6	i
7046	13	12	a
7046	11	1	i
7046	6	4	i
7047	11	15	a
7047	1	10	i
7047	16	12	a
7047	6	11	a
7047	4	6	a
7047	2	8	a
7047	12	2	a
7047	14	4	a
7047	5	2	a
7047	9	13	a
7047	7	16	i
7047	10	10	a
7047	8	15	a
7047	7	1	i
7047	3	5	a
7047	9	14	a
7047	4	14	i
7047	13	16	a
7047	6	1	a
7047	13	5	a
7047	10	7	i
7047	14	3	i
7047	2	12	a
7047	15	4	i
7047	1	9	a
7047	11	13	a
7047	8	11	i
7047	12	8	a
7047	15	9	a
7047	3	6	a
7047	5	7	a
7047	16	3	a
7048	12	6	i
7048	13	15	i
7048	15	5	a
7048	10	10	a
7048	10	7	i
7048	9	16	a
7048	14	11	a
7048	2	5	a
7048	5	13	a
7048	7	12	a
7048	5	1	i
7048	4	15	a
7048	16	1	a
7048	11	9	i
7048	7	8	a
7048	2	10	i
7048	9	9	a
7048	15	4	i
7048	1	16	a
7048	11	2	a
7048	4	6	i
7048	3	11	i
7048	8	3	i
7048	13	3	a
7048	3	2	i
7048	16	8	a
7048	8	14	i
7048	14	12	a
7048	6	13	a
7048	6	7	i
7048	12	14	a
7048	1	4	i
7049	8	4	i
7049	13	7	i
7049	2	5	i
7049	5	7	a
7049	9	9	a
7049	2	10	i
7049	9	6	i
7049	15	11	i
7049	10	6	i
7049	7	16	i
7049	16	10	a
7049	1	12	i
7049	10	13	i
7049	6	2	i
7049	7	3	a
7049	3	13	a
7049	16	14	i
7049	15	2	a
7049	12	8	i
7049	14	1	i
7049	3	12	a
7049	4	15	i
7049	6	3	i
7049	8	14	i
7049	11	8	i
7049	11	16	a
7049	13	15	a
7049	5	1	i
7049	1	4	a
7049	14	11	i
7049	4	5	i
7049	12	9	i
7050	9	13	a
7050	7	14	a
7050	16	6	i
7050	3	2	i
7050	2	9	i
7050	12	14	a
7050	10	12	a
7050	2	3	i
7050	14	13	i
7050	11	16	i
7050	15	7	a
7050	11	6	i
7050	8	1	a
7050	14	10	a
7050	5	12	a
7050	1	3	a
7050	13	8	a
7050	12	16	i
7050	10	11	i
7050	6	1	a
7050	4	9	i
7050	8	5	a
7050	13	15	i
7050	3	4	a
7050	7	8	i
7050	1	2	a
7050	16	5	i
7050	9	10	i
7050	5	11	a
7050	4	15	i
7050	6	7	a
7050	15	4	i
7051	3	5	a
7051	13	16	a
7051	5	3	a
7051	12	11	a
7051	12	2	a
7051	7	5	a
7051	11	12	i
7051	3	14	a
7051	9	15	a
7051	4	6	i
7051	1	8	i
7051	8	9	a
7051	5	2	a
7051	16	9	i
7051	14	10	a
7051	15	10	a
7051	8	16	i
7051	6	4	a
7051	10	12	a
7051	4	3	a
7051	7	4	a
7051	10	14	a
7051	1	13	i
7051	9	6	a
7051	2	15	i
7051	16	7	a
7051	15	11	i
7051	14	8	i
7051	13	1	a
7051	6	1	a
7051	2	13	i
7051	11	7	i
7052	6	3	a
7052	7	12	a
7052	2	12	a
7052	5	1	a
7052	15	7	a
7052	12	11	a
7052	6	15	a
7052	2	4	a
7052	3	2	a
7052	14	9	a
7052	16	8	a
7052	13	16	i
7052	9	7	a
7052	13	5	i
7052	8	6	a
7052	10	14	a
7052	4	13	a
7052	1	3	a
7052	9	8	i
7052	4	5	a
7052	11	10	a
7052	11	14	a
7052	15	16	a
7052	10	4	i
7052	5	6	a
7052	1	13	i
7052	7	2	i
7052	3	11	i
7052	8	10	a
7052	16	1	i
7052	12	9	a
7052	14	15	a
7053	16	16	a
7053	5	1	a
7053	12	10	a
7053	10	10	i
7053	14	15	a
7053	3	13	a
7053	7	9	a
7053	15	7	a
7053	12	6	a
7053	9	2	a
7053	13	11	a
7053	10	7	a
7053	8	9	a
7053	7	8	a
7053	11	3	a
7053	13	4	a
7053	16	4	a
7053	8	12	a
7053	3	5	a
7053	15	6	a
7053	2	3	a
7053	14	14	a
7053	5	13	a
7053	4	8	a
7053	11	16	a
7053	6	11	a
7053	1	12	a
7053	6	1	a
7053	1	14	a
7053	2	2	a
7053	4	5	a
7053	9	15	a
7054	16	13	i
7054	15	8	a
7054	3	12	a
7054	1	4	i
7054	16	3	a
7054	15	1	a
7054	7	2	a
7054	12	5	a
7054	3	9	a
7054	14	4	a
7054	9	7	a
7054	5	10	a
7054	7	7	a
7054	11	5	a
7054	11	16	i
7054	4	11	a
7054	2	13	i
7054	8	14	a
7054	9	15	a
7054	5	12	a
7054	13	6	a
7054	13	16	a
7054	8	3	a
7054	10	9	a
7054	6	1	i
7054	2	6	a
7054	1	14	a
7054	6	8	i
7054	10	2	a
7054	12	15	a
7054	4	10	a
7054	14	11	a
7055	5	16	a
7055	3	2	a
7055	14	6	a
7055	7	16	a
7055	13	7	a
7055	2	4	a
7055	5	4	a
7055	12	10	a
7055	4	1	a
7055	1	5	a
7055	15	3	a
7055	4	7	a
7055	16	14	a
7055	8	13	a
7055	11	9	a
7055	13	1	a
